youtube_id,youtube_url,keyword,na
mIYzp5rcTvU,https://www.youtube.com/watch?v=mIYzp5rcTvU,tottenham,en
p0yYYH-aGDQ,https://www.youtube.com/watch?v=p0yYYH-aGDQ,tottenham,en
so7t1TiCU0U,https://www.youtube.com/watch?v=so7t1TiCU0U,tottenham,en
6K25wH9-WVg,https://www.youtube.com/watch?v=6K25wH9-WVg,tottenham,en
uZBue7rYT2c,https://www.youtube.com/watch?v=uZBue7rYT2c,tottenham,en
400qwgCXFoY,https://www.youtube.com/watch?v=400qwgCXFoY,tottenham,en
8eARlDoeYoE,https://www.youtube.com/watch?v=8eARlDoeYoE,tottenham,en
jaSeLMtExZE,https://www.youtube.com/watch?v=jaSeLMtExZE,tottenham,en
s9nc7OCNGDQ,https://www.youtube.com/watch?v=s9nc7OCNGDQ,tottenham,en
eIuiXU0fxGo,https://www.youtube.com/watch?v=eIuiXU0fxGo,tottenham,en
KjrbY1rulmI,https://www.youtube.com/watch?v=KjrbY1rulmI,tottenham,en
0hjkiAMyg24,https://www.youtube.com/watch?v=0hjkiAMyg24,tottenham,en
7zl2qHl6peM,https://www.youtube.com/watch?v=7zl2qHl6peM,tottenham,en
8vh-_UQw7Lk,https://www.youtube.com/watch?v=8vh-_UQw7Lk,tottenham,en
3e6hTySczSk,https://www.youtube.com/watch?v=3e6hTySczSk,tottenham,en
rnUp9KrSS2E,https://www.youtube.com/watch?v=rnUp9KrSS2E,tottenham,en
1cGBOQOZRPg,https://www.youtube.com/watch?v=1cGBOQOZRPg,tottenham,en
9N-8kn2nAnY,https://www.youtube.com/watch?v=9N-8kn2nAnY,tottenham,en
Fy1TOzmj6QQ,https://www.youtube.com/watch?v=Fy1TOzmj6QQ,tottenham,en
d0H70fcI5ow,https://www.youtube.com/watch?v=d0H70fcI5ow,tottenham,en
IfBq2UO_NV4,https://www.youtube.com/watch?v=IfBq2UO_NV4,tottenham,en
fwxE468G_Lg,https://www.youtube.com/watch?v=fwxE468G_Lg,tottenham,en
NaZNVO0PcR4,https://www.youtube.com/watch?v=NaZNVO0PcR4,tottenham,en
uBAYcfSUdhI,https://www.youtube.com/watch?v=uBAYcfSUdhI,tottenham,en
hrqNRJYNnYk,https://www.youtube.com/watch?v=hrqNRJYNnYk,tottenham,en
0kswa2zaMUs,https://www.youtube.com/watch?v=0kswa2zaMUs,tottenham,en
KvtkNAiAD1o,https://www.youtube.com/watch?v=KvtkNAiAD1o,tottenham,en
8T2g65eSAFY,https://www.youtube.com/watch?v=8T2g65eSAFY,tottenham,en
uZa-ewiL_ZY,https://www.youtube.com/watch?v=uZa-ewiL_ZY,tottenham,en
3Z0N2jTS3_k,https://www.youtube.com/watch?v=3Z0N2jTS3_k,tottenham,en
m5okMoL3qIs,https://www.youtube.com/watch?v=m5okMoL3qIs,tottenham,en
c9Lwjd7X0Jw,https://www.youtube.com/watch?v=c9Lwjd7X0Jw,tottenham,en
fVOHSJiedTw,https://www.youtube.com/watch?v=fVOHSJiedTw,tottenham,en
wi0tm5Gmvl0,https://www.youtube.com/watch?v=wi0tm5Gmvl0,tottenham,en
E4I7iM03F5Y,https://www.youtube.com/watch?v=E4I7iM03F5Y,tottenham,en
0J00ieP5SsY,https://www.youtube.com/watch?v=0J00ieP5SsY,tottenham,en
oYb5RPToRmM,https://www.youtube.com/watch?v=oYb5RPToRmM,tottenham,en
6v9tF6Mbo5I,https://www.youtube.com/watch?v=6v9tF6Mbo5I,tottenham,en
DhaW73uZdeU,https://www.youtube.com/watch?v=DhaW73uZdeU,tottenham,en
5yeIwschxHI,https://www.youtube.com/watch?v=5yeIwschxHI,tottenham,en
8U-UJYBi8RE,https://www.youtube.com/watch?v=8U-UJYBi8RE,tottenham,en
nESMk8y-QGQ,https://www.youtube.com/watch?v=nESMk8y-QGQ,tottenham,en
lUCc9gUf51A,https://www.youtube.com/watch?v=lUCc9gUf51A,tottenham,en
_UdVMCngGZA,https://www.youtube.com/watch?v=_UdVMCngGZA,tottenham,en
t5cvXvBi_tY,https://www.youtube.com/watch?v=t5cvXvBi_tY,tottenham,en
sKT8AiQ_UiE,https://www.youtube.com/watch?v=sKT8AiQ_UiE,tottenham,en
VIS6JkARy38,https://www.youtube.com/watch?v=VIS6JkARy38,tottenham,en
-pMQJGzR4u0,https://www.youtube.com/watch?v=-pMQJGzR4u0,tottenham,en
y_urplnMwIw,https://www.youtube.com/watch?v=y_urplnMwIw,tottenham,en
MAa4uukB_Ao,https://www.youtube.com/watch?v=MAa4uukB_Ao,tottenham,en
3hLpFBWcLOQ,https://www.youtube.com/watch?v=3hLpFBWcLOQ,tottenham,en
7ccrwacwPoE,https://www.youtube.com/watch?v=7ccrwacwPoE,tottenham,en
sDiIt6fN-d4,https://www.youtube.com/watch?v=sDiIt6fN-d4,tottenham,en
Itapv1cDPhM,https://www.youtube.com/watch?v=Itapv1cDPhM,tottenham,en
w1MZTrlNBFU,https://www.youtube.com/watch?v=w1MZTrlNBFU,tottenham,en
SZcsz4MrUh4,https://www.youtube.com/watch?v=SZcsz4MrUh4,tottenham,en
uHnsPTyH74g,https://www.youtube.com/watch?v=uHnsPTyH74g,tottenham,en
phDQm7z_YP4,https://www.youtube.com/watch?v=phDQm7z_YP4,tottenham,en
7S3BwDpnUp0,https://www.youtube.com/watch?v=7S3BwDpnUp0,tottenham,en
WvwU0Zz8oF8,https://www.youtube.com/watch?v=WvwU0Zz8oF8,tottenham,en
f3MgD7XRd3A,https://www.youtube.com/watch?v=f3MgD7XRd3A,tottenham,en
LzrjuskGX_A,https://www.youtube.com/watch?v=LzrjuskGX_A,tottenham,en
8LKn37BrgGs,https://www.youtube.com/watch?v=8LKn37BrgGs,tottenham,en
RoeSRZUs6h0,https://www.youtube.com/watch?v=RoeSRZUs6h0,tottenham,en
zdM1qGMB62g,https://www.youtube.com/watch?v=zdM1qGMB62g,tottenham,en
Wgzcvt87eDc,https://www.youtube.com/watch?v=Wgzcvt87eDc,tottenham,en
qJFYcYSbxSE,https://www.youtube.com/watch?v=qJFYcYSbxSE,tottenham,en
wEWnMFm6w1Y,https://www.youtube.com/watch?v=wEWnMFm6w1Y,tottenham,en
JbSN4x952A8,https://www.youtube.com/watch?v=JbSN4x952A8,tottenham,en
whGT-CJeSJ8,https://www.youtube.com/watch?v=whGT-CJeSJ8,tottenham,en
LvLuh5jf2co,https://www.youtube.com/watch?v=LvLuh5jf2co,tottenham,en
0h0x9zHvE68,https://www.youtube.com/watch?v=0h0x9zHvE68,tottenham,en
KXCzvT-82Dw,https://www.youtube.com/watch?v=KXCzvT-82Dw,tottenham,en
8LIGHpP-Miw,https://www.youtube.com/watch?v=8LIGHpP-Miw,tottenham,en
iBNSq9yZRT0,https://www.youtube.com/watch?v=iBNSq9yZRT0,tottenham,en
84hYulpqnLA,https://www.youtube.com/watch?v=84hYulpqnLA,tottenham,en
o0IOR3C9c8U,https://www.youtube.com/watch?v=o0IOR3C9c8U,tottenham,en
kMVVjuG57Mk,https://www.youtube.com/watch?v=kMVVjuG57Mk,tottenham,en
SwQvZTC0oJA,https://www.youtube.com/watch?v=SwQvZTC0oJA,tottenham,en
1z16vcp92Q4,https://www.youtube.com/watch?v=1z16vcp92Q4,tottenham,en
L4W71mlTHWk,https://www.youtube.com/watch?v=L4W71mlTHWk,tottenham,en
-bzKJAv21rE,https://www.youtube.com/watch?v=-bzKJAv21rE,tottenham,en
a-Fh-mz_jV8,https://www.youtube.com/watch?v=a-Fh-mz_jV8,tottenham,en
XT-igPTlZrc,https://www.youtube.com/watch?v=XT-igPTlZrc,tottenham,en
l1uOYMei7Uo,https://www.youtube.com/watch?v=l1uOYMei7Uo,tottenham,en
JN0XPPC9ohc,https://www.youtube.com/watch?v=JN0XPPC9ohc,tottenham,en
iqLSglcjrWU,https://www.youtube.com/watch?v=iqLSglcjrWU,tottenham,en
APNi_wElwl0,https://www.youtube.com/watch?v=APNi_wElwl0,tottenham,en
_Aw07MpY6pM,https://www.youtube.com/watch?v=_Aw07MpY6pM,tottenham,en
sGYeRQmukB0,https://www.youtube.com/watch?v=sGYeRQmukB0,tottenham,en
zlZG4lr5JBA,https://www.youtube.com/watch?v=zlZG4lr5JBA,tottenham,en
hWSH-PB9I7s,https://www.youtube.com/watch?v=hWSH-PB9I7s,tottenham,en
QOL2kWif7Cg,https://www.youtube.com/watch?v=QOL2kWif7Cg,tottenham,en
alP4AfKrxlk,https://www.youtube.com/watch?v=alP4AfKrxlk,tottenham,en
Y7A2YbswuXs,https://www.youtube.com/watch?v=Y7A2YbswuXs,tottenham,en
w7QKpQp9noI,https://www.youtube.com/watch?v=w7QKpQp9noI,tottenham,en
urzWUoHYi7g,https://www.youtube.com/watch?v=urzWUoHYi7g,tottenham,en
BjGfIJLzzMI,https://www.youtube.com/watch?v=BjGfIJLzzMI,tottenham,en
1bxkasZyZvg,https://www.youtube.com/watch?v=1bxkasZyZvg,tottenham,en
OI6aF_en_oU,https://www.youtube.com/watch?v=OI6aF_en_oU,tottenham,en
yD_19NMlNLA,https://www.youtube.com/watch?v=yD_19NMlNLA,tottenham,en
jksZHeq0M7g,https://www.youtube.com/watch?v=jksZHeq0M7g,tottenham,en
PodJ_9brkPI,https://www.youtube.com/watch?v=PodJ_9brkPI,tottenham,en
_6xqIq2ZcRw,https://www.youtube.com/watch?v=_6xqIq2ZcRw,tottenham,en
n4PMzZVNqzE,https://www.youtube.com/watch?v=n4PMzZVNqzE,tottenham,en
n_kG1wt_IHw,https://www.youtube.com/watch?v=n_kG1wt_IHw,tottenham,en
dzrdSvnjizU,https://www.youtube.com/watch?v=dzrdSvnjizU,tottenham,en
5Cvzpw1tJBI,https://www.youtube.com/watch?v=5Cvzpw1tJBI,tottenham,en
aSZOHbbjafA,https://www.youtube.com/watch?v=aSZOHbbjafA,tottenham,en
GGnnoBiDOHs,https://www.youtube.com/watch?v=GGnnoBiDOHs,tottenham,en
8GK6GTaOZKE,https://www.youtube.com/watch?v=8GK6GTaOZKE,tottenham,en
IBbR_OVfWGU,https://www.youtube.com/watch?v=IBbR_OVfWGU,tottenham,en
w_3D67IU6WI,https://www.youtube.com/watch?v=w_3D67IU6WI,tottenham,en
2ELvApNUVck,https://www.youtube.com/watch?v=2ELvApNUVck,tottenham,en
0Rvy8hzuHpE,https://www.youtube.com/watch?v=0Rvy8hzuHpE,tottenham,en
wa90eRkz768,https://www.youtube.com/watch?v=wa90eRkz768,tottenham,en
-dSOzTdSOpE,https://www.youtube.com/watch?v=-dSOzTdSOpE,tottenham,en
oCe2lX0P4aI,https://www.youtube.com/watch?v=oCe2lX0P4aI,tottenham,en
lWEsY-IclfE,https://www.youtube.com/watch?v=lWEsY-IclfE,tottenham,en
Gf9t-ySPfao,https://www.youtube.com/watch?v=Gf9t-ySPfao,tottenham,en
OFeQ0J753W4,https://www.youtube.com/watch?v=OFeQ0J753W4,tottenham,en
SsQZnyCH37M,https://www.youtube.com/watch?v=SsQZnyCH37M,tottenham,en
NrdglXE2z9k,https://www.youtube.com/watch?v=NrdglXE2z9k,tottenham,en
c_vRVVAOY0U,https://www.youtube.com/watch?v=c_vRVVAOY0U,tottenham,en
vw5iDDaZjxE,https://www.youtube.com/watch?v=vw5iDDaZjxE,tottenham,en
5WNLMopFiWU,https://www.youtube.com/watch?v=5WNLMopFiWU,tottenham,en
v2mZEh5xoZ4,https://www.youtube.com/watch?v=v2mZEh5xoZ4,tottenham,en
v3m_DlYSJOA,https://www.youtube.com/watch?v=v3m_DlYSJOA,tottenham,en
b9FOLofGmHs,https://www.youtube.com/watch?v=b9FOLofGmHs,tottenham,en
ZGsuN4kGdgM,https://www.youtube.com/watch?v=ZGsuN4kGdgM,tottenham,en
tKxZXFthzcw,https://www.youtube.com/watch?v=tKxZXFthzcw,tottenham,en
haonYq56ZT8,https://www.youtube.com/watch?v=haonYq56ZT8,tottenham,en
ydnyGCfsjjs,https://www.youtube.com/watch?v=ydnyGCfsjjs,tottenham,en
__0TcVV2w68,https://www.youtube.com/watch?v=__0TcVV2w68,tottenham,en
k0uQfRWx2Iw,https://www.youtube.com/watch?v=k0uQfRWx2Iw,tottenham,en
rOCVOr130X8,https://www.youtube.com/watch?v=rOCVOr130X8,tottenham,en
5GAvVKceCCI,https://www.youtube.com/watch?v=5GAvVKceCCI,tottenham,en
sy9Gh-qEqAc,https://www.youtube.com/watch?v=sy9Gh-qEqAc,tottenham,en
0tVM1pQ1yoQ,https://www.youtube.com/watch?v=0tVM1pQ1yoQ,tottenham,en
WlAOYuzoQjw,https://www.youtube.com/watch?v=WlAOYuzoQjw,tottenham,en
3DIhKnNdjm8,https://www.youtube.com/watch?v=3DIhKnNdjm8,tottenham,en
4Y7dcqGHPWs,https://www.youtube.com/watch?v=4Y7dcqGHPWs,tottenham,en
xSsiS304iY8,https://www.youtube.com/watch?v=xSsiS304iY8,tottenham,en
3xobW-bnPTo,https://www.youtube.com/watch?v=3xobW-bnPTo,tottenham,en
nMelwUuGqpA,https://www.youtube.com/watch?v=nMelwUuGqpA,tottenham,en
CAYa7c-mVqk,https://www.youtube.com/watch?v=CAYa7c-mVqk,tottenham,en
NS71-grvVSg,https://www.youtube.com/watch?v=NS71-grvVSg,tottenham,en
aaD7yI29MXI,https://www.youtube.com/watch?v=aaD7yI29MXI,tottenham,en
YTAILIiM5nk,https://www.youtube.com/watch?v=YTAILIiM5nk,tottenham,en
78tk55YHbqE,https://www.youtube.com/watch?v=78tk55YHbqE,tottenham,en
yr5Chb_-1dA,https://www.youtube.com/watch?v=yr5Chb_-1dA,tottenham,en
0OOuuxWnCJU,https://www.youtube.com/watch?v=0OOuuxWnCJU,tottenham,en
OE4NrPBSU8k,https://www.youtube.com/watch?v=OE4NrPBSU8k,tottenham,en
Vmljp9Iqedw,https://www.youtube.com/watch?v=Vmljp9Iqedw,tottenham,en
q7JlZnBjl7M,https://www.youtube.com/watch?v=q7JlZnBjl7M,tottenham,en
8ENASanRRZY,https://www.youtube.com/watch?v=8ENASanRRZY,tottenham,en
EWHmqYrmk5M,https://www.youtube.com/watch?v=EWHmqYrmk5M,tottenham,en
LKjkugAHCmY,https://www.youtube.com/watch?v=LKjkugAHCmY,tottenham,en
ghVtMpkQqow,https://www.youtube.com/watch?v=ghVtMpkQqow,tottenham,en
UaTSJMAywow,https://www.youtube.com/watch?v=UaTSJMAywow,tottenham,en
rOPUF9nyPtk,https://www.youtube.com/watch?v=rOPUF9nyPtk,tottenham,en
UrHDHcQww9c,https://www.youtube.com/watch?v=UrHDHcQww9c,tottenham,en
ztVU4DlFw4U,https://www.youtube.com/watch?v=ztVU4DlFw4U,tottenham,en
28JUmE7cI9s,https://www.youtube.com/watch?v=28JUmE7cI9s,tottenham,en
-e-KajNtGz0,https://www.youtube.com/watch?v=-e-KajNtGz0,tottenham,en
dvnfQiGhS64,https://www.youtube.com/watch?v=dvnfQiGhS64,tottenham,en
GbtXavOLL5o,https://www.youtube.com/watch?v=GbtXavOLL5o,tottenham,en
X_sR3nyL-q8,https://www.youtube.com/watch?v=X_sR3nyL-q8,tottenham,en
uE7DwUIk6fM,https://www.youtube.com/watch?v=uE7DwUIk6fM,tottenham,en
MDCuP1xODRs,https://www.youtube.com/watch?v=MDCuP1xODRs,tottenham,en
eb8gk2eBMDY,https://www.youtube.com/watch?v=eb8gk2eBMDY,tottenham,en
PTisSnil8rA,https://www.youtube.com/watch?v=PTisSnil8rA,tottenham,en
4hZcm6-XZ0Q,https://www.youtube.com/watch?v=4hZcm6-XZ0Q,tottenham,en
FMaKzO5f26U,https://www.youtube.com/watch?v=FMaKzO5f26U,tottenham,en
y-Zi6ZR0ZIQ,https://www.youtube.com/watch?v=y-Zi6ZR0ZIQ,tottenham,en
2F09c--uOhg,https://www.youtube.com/watch?v=2F09c--uOhg,tottenham,en
mTjJOi62L9k,https://www.youtube.com/watch?v=mTjJOi62L9k,tottenham,en
LYgs4XYBr2M,https://www.youtube.com/watch?v=LYgs4XYBr2M,tottenham,en
AuP7WifHG2M,https://www.youtube.com/watch?v=AuP7WifHG2M,tottenham,en
FqK7lI6zuL4,https://www.youtube.com/watch?v=FqK7lI6zuL4,tottenham,en
H62fWUg0jr4,https://www.youtube.com/watch?v=H62fWUg0jr4,tottenham,en
c5Qc4DeNL_0,https://www.youtube.com/watch?v=c5Qc4DeNL_0,tottenham,en
9Xr8i9vAsH8,https://www.youtube.com/watch?v=9Xr8i9vAsH8,tottenham,en
_-18ZSmjVP4,https://www.youtube.com/watch?v=_-18ZSmjVP4,tottenham,en
6d4d3yRxEok,https://www.youtube.com/watch?v=6d4d3yRxEok,tottenham,en
OSRjPXJAXk0,https://www.youtube.com/watch?v=OSRjPXJAXk0,tottenham,en
F0ip3KIbJS4,https://www.youtube.com/watch?v=F0ip3KIbJS4,tottenham,en
ocOXNNnY1dE,https://www.youtube.com/watch?v=ocOXNNnY1dE,tottenham,en
QBm8vthloeQ,https://www.youtube.com/watch?v=QBm8vthloeQ,tottenham,en
J0_cICbNwEU,https://www.youtube.com/watch?v=J0_cICbNwEU,tottenham,en
YEhdkyvr7TQ,https://www.youtube.com/watch?v=YEhdkyvr7TQ,tottenham,en
C9v1b77w6fg,https://www.youtube.com/watch?v=C9v1b77w6fg,tottenham,en
0KF2_fEQUBo,https://www.youtube.com/watch?v=0KF2_fEQUBo,tottenham,en
IlP2bUCU6v8,https://www.youtube.com/watch?v=IlP2bUCU6v8,tottenham,en
YWs6f7oD0I4,https://www.youtube.com/watch?v=YWs6f7oD0I4,tottenham,en
M3WxxgRHJ0E,https://www.youtube.com/watch?v=M3WxxgRHJ0E,tottenham,en
dKwhODLUbmA,https://www.youtube.com/watch?v=dKwhODLUbmA,tottenham,en
C91aDieXqZE,https://www.youtube.com/watch?v=C91aDieXqZE,tottenham,en
B6vCwzDiPKY,https://www.youtube.com/watch?v=B6vCwzDiPKY,tottenham,en
4ZwADtASJf4,https://www.youtube.com/watch?v=4ZwADtASJf4,tottenham,en
JV_3j00KQ8E,https://www.youtube.com/watch?v=JV_3j00KQ8E,tottenham,en
S3Fx2DB3whE,https://www.youtube.com/watch?v=S3Fx2DB3whE,tottenham,en
